il,yil,gosterge_kodu,gosterge,deger
Bursa,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.1
Denizli,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.5
Diyarbakır,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
Düzce,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Edirne,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.9
Elazığ,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.9
Erzincan,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.1
Erzurum,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.7
Eskişehir,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.0
Gaziantep,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.5
Giresun,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),84.3
Gümüşhane,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.6
Hakkari,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.1
Hatay,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Isparta,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.2
Iğdır,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Kahramanmaraş,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.5
Karabük,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.7
Karaman,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.4
Kars,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.3
Kastamonu,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.5
Kayseri,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Kilis,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),77.6
Kocaeli,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.3
Konya,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Kütahya,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.2
Kırklareli,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Kırıkkale,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.6
Kırşehir,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.0
Malatya,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.8
Manisa,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.4
Mardin,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.7
Mersin,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.0
Muğla,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.5
Muş,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.9
Nevşehir,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Niğde,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.3
Ordu,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.0
Osmaniye,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.3
Rize,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.7
Sakarya,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.3
Samsun,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
Siirt,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.2
Sinop,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.4
Sivas,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.9
Tekirdağ,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.0
Tokat,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Trabzon,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.4
Tunceli,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),85.7
Uşak,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.4
Van,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),78.0
Yalova,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.9
Yozgat,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Zonguldak,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Çanakkale,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.2
Çankırı,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.3
Çorum,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
İstanbul,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.5
İzmir,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.9
Şanlıurfa,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Şırnak,2014,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.7
Adana,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.4
Adıyaman,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.1
Afyon,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.6
Aksaray,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.9
Amasya,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.3
Ankara,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.9
Antalya,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.1
Ardahan,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.9
Artvin,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.6
Aydın,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.8
Ağrı,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.3
Balıkesir,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.5
Bartın,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Batman,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.3
Bayburt,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.2
Bilecik,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Bingöl,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.8
Bitlis,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
Bolu,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.8
Burdur,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.3
Bursa,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.4
Denizli,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
Diyarbakır,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.0
Düzce,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Edirne,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Elazığ,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.3
Erzincan,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.5
Erzurum,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.7
Eskişehir,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Gaziantep,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.5
Giresun,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.1
Gümüşhane,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.5
Hakkari,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.0
Hatay,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Isparta,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.3
Iğdır,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.0
Kahramanmaraş,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.5
Karabük,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.6
Karaman,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
Kars,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.7
Kastamonu,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.3
Kayseri,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.4
Kilis,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.5
Kocaeli,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.5
Konya,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.9
Kütahya,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.1
Kırklareli,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.0
Kırıkkale,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Kırşehir,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.4
Malatya,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.1
Manisa,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.9
Mardin,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.7
Mersin,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
Muğla,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.2
Muş,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.1
Nevşehir,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Niğde,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Ordu,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.6
Osmaniye,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Rize,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.2
Sakarya,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.3
Samsun,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.2
Siirt,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.4
Sinop,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.7
Sivas,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Tekirdağ,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.4
Tokat,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Trabzon,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.4
Tunceli,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),84.2
Uşak,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.3
Van,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.5
Yalova,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.5
Yozgat,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.3
Zonguldak,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.5
Çanakkale,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.0
Çankırı,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Çorum,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.5
İstanbul,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.5
İzmir,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.6
Şanlıurfa,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Şırnak,2017,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.8
Adana,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.5
Adıyaman,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.7
Afyon,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.7
Aksaray,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.5
Amasya,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.8
Ankara,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.0
Antalya,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.4
Ardahan,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.9
Artvin,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.7
Aydın,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.8
Ağrı,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.6
Balıkesir,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.2
Bartın,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.4
Batman,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.5
Bayburt,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.4
Bilecik,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.5
Bingöl,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.1
Bitlis,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.0
Bolu,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.0
Burdur,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.4
Bursa,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.0
Denizli,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.3
Diyarbakır,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.5
Düzce,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
Edirne,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.4
Elazığ,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.4
Erzincan,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.3
Erzurum,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.8
Eskişehir,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.3
Gaziantep,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.0
Giresun,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.5
Gümüşhane,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.5
Hakkari,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.1
Hatay,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.0
Isparta,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.5
Iğdır,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.0
Kahramanmaraş,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.3
Karabük,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.0
Karaman,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.6
Kars,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Kastamonu,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.2
Kayseri,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.9
Kilis,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),78.8
Kocaeli,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
Konya,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Kütahya,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.9
Kırklareli,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.4
Kırıkkale,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Kırşehir,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Malatya,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.0
Manisa,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.4
Mardin,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.8
Mersin,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.6
Muğla,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),84.0
Muş,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Nevşehir,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Niğde,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.3
Ordu,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.0
Osmaniye,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.9
Rize,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.3
Sakarya,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Samsun,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.7
Siirt,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.6
Sinop,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.8
Sivas,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.2
Tekirdağ,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Tokat,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Trabzon,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.8
Tunceli,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),84.1
Uşak,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.5
Van,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.3
Yalova,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.3
Yozgat,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Zonguldak,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.0
Çanakkale,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.9
Çankırı,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Çorum,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.6
İstanbul,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.0
İzmir,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.0
Şanlıurfa,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Şırnak,2020,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.3
Adana,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.6
Adıyaman,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.0
Afyon,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.4
Aksaray,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Amasya,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.9
Ankara,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.8
Antalya,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
Ardahan,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.4
Artvin,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.9
Aydın,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.0
Ağrı,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.4
Balıkesir,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Bartın,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.8
Batman,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
Bayburt,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.1
Bilecik,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.5
Bingöl,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.7
Bitlis,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.5
Bolu,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.6
Burdur,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.0
Bursa,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.4
Denizli,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.9
Diyarbakır,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Düzce,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.3
Edirne,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.0
Elazığ,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Erzincan,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.7
Erzurum,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.1
Eskişehir,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.5
Gaziantep,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),78.7
Giresun,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.4
Gümüşhane,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.0
Hakkari,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.2
Hatay,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.2
Isparta,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.3
Iğdır,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.7
Kahramanmaraş,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.4
Karabük,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Karaman,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
Kars,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.0
Kastamonu,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.4
Kayseri,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.3
Kilis,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.1
Kocaeli,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Konya,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.4
Kütahya,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.2
Kırklareli,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Kırıkkale,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Kırşehir,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Malatya,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.6
Manisa,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.9
Mardin,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.1
Mersin,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.6
Muğla,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.5
Muş,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.9
Nevşehir,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.9
Niğde,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Ordu,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.2
Osmaniye,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.8
Rize,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.3
Sakarya,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.1
Samsun,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Siirt,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.8
Sinop,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Sivas,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Tekirdağ,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.9
Tokat,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.2
Trabzon,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),82.1
Tunceli,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.6
Uşak,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Van,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.8
Yalova,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.9
Yozgat,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.5
Zonguldak,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.0
Çanakkale,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Çankırı,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),80.7
Çorum,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.4
İstanbul,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.3
İzmir,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),81.1
Şanlıurfa,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),79.9
Şırnak,2023,yasam_kadin,Doğuşta beklenen yaşam süresi (Kadın),83.3
Adana,2009,yatak_1000,Bin kişiye düşen hastane yatağı,2.59
Adıyaman,2009,yatak_1000,Bin kişiye düşen hastane yatağı,1.26
Afyon,2009,yatak_1000,Bin kişiye düşen hastane yatağı,2.6
Aksaray,2009,yatak_1000,Bin kişiye düşen hastane yatağı,2.07
Amasya,2009,yatak_1000,Bin kişiye düşen hastane yatağı,3.21
Ankara,2009,yatak_1000,Bin kişiye düşen hastane yatağı,4.36
Antalya,2009,yatak_1000,Bin kişiye düşen hastane yatağı,2.12
Ardahan,2009,yatak_1000,Bin kişiye düşen hastane yatağı,2.46
Artvin,2009,yatak_1000,Bin kişiye düşen hastane yatağı,3.31
Aydın,2009,yatak_1000,Bin kişiye düşen hastane yatağı,2.09
Ağrı,2009,yatak_1000,Bin kişiye düşen hastane yatağı,1.29
Balıkesir,2009,yatak_1000,Bin kişiye düşen hastane yatağı,2.63
Bartın,2009,yatak_1000,Bin kişiye düşen hastane yatağı,2.13
Batman,2009,yatak_1000,Bin kişiye düşen hastane yatağı,2.12
Bayburt,2009,yatak_1000,Bin kişiye düşen hastane yatağı,2.01
Bilecik,2009,yatak_1000,Bin kişiye düşen hastane yatağı,1.43
Bingöl,2009,yatak_1000,Bin kişiye düşen hastane yatağı,2.16
Bitlis,2009,yatak_1000,Bin kişiye düşen hastane yatağı,2.36
