il,yil,gosterge_kodu,gosterge,deger
Batman,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Bayburt,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Bilecik,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Bingöl,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Bitlis,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.6
Bolu,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.2
Burdur,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Bursa,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.7
Denizli,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.0
Diyarbakır,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.1
Düzce,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Edirne,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Elazığ,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.8
Erzincan,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.1
Erzurum,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.3
Eskişehir,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.2
Gaziantep,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),73.9
Giresun,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.1
Gümüşhane,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.1
Hakkari,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Hatay,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.6
Isparta,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.3
Iğdır,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Kahramanmaraş,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.6
Karabük,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Karaman,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.6
Kars,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Kastamonu,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.1
Kayseri,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Kilis,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),71.9
Kocaeli,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Konya,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Kütahya,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.7
Kırklareli,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.1
Kırıkkale,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Kırşehir,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Malatya,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Manisa,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Mardin,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.9
Mersin,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.6
Muğla,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),77.8
Muş,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.0
Nevşehir,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.5
Niğde,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Ordu,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.5
Osmaniye,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Rize,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Sakarya,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Samsun,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.2
Siirt,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Sinop,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Sivas,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.2
Tekirdağ,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.5
Tokat,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.7
Trabzon,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.5
Tunceli,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.2
Uşak,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.2
Van,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),73.1
Yalova,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.6
Yozgat,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Zonguldak,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Çanakkale,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.3
Çankırı,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.0
Çorum,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.6
İstanbul,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.8
İzmir,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Şanlıurfa,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),73.9
Şırnak,2013,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.1
Adana,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.5
Adıyaman,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.6
Afyon,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.6
Aksaray,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Amasya,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Ankara,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.7
Antalya,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.6
Ardahan,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),73.5
Artvin,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.0
Aydın,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Ağrı,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),73.7
Balıkesir,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Bartın,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Batman,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Bayburt,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.4
Bilecik,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Bingöl,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Bitlis,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Bolu,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.5
Burdur,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Bursa,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Denizli,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.1
Diyarbakır,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.1
Düzce,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Edirne,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Elazığ,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.0
Erzincan,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.0
Erzurum,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Eskişehir,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.2
Gaziantep,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),73.9
Giresun,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Gümüşhane,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.1
Hakkari,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Hatay,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.6
Isparta,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.2
Iğdır,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Kahramanmaraş,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.8
Karabük,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Karaman,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.7
Kars,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.1
Kastamonu,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.6
Kayseri,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Kilis,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),72.3
Kocaeli,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Konya,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.6
Kütahya,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.6
Kırklareli,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.0
Kırıkkale,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.6
Kırşehir,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Malatya,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Manisa,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.4
Mardin,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.9
Mersin,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Muğla,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),77.7
Muş,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.2
Nevşehir,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Niğde,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Ordu,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.6
Osmaniye,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Rize,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Sakarya,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Samsun,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.1
Siirt,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.6
Sinop,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.0
Sivas,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Tekirdağ,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.4
Tokat,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.1
Trabzon,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.0
Tunceli,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.2
Uşak,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Van,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),73.2
Yalova,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.6
Yozgat,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Zonguldak,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Çanakkale,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.4
Çankırı,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Çorum,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.6
İstanbul,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.8
İzmir,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.8
Şanlıurfa,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.1
Şırnak,2014,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.1
Adana,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.7
Adıyaman,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),77.3
Afyon,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.5
Aksaray,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Amasya,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Ankara,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.7
Antalya,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.7
Ardahan,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.2
Artvin,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.3
Aydın,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Ağrı,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.2
Balıkesir,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.7
Bartın,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.6
Batman,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.1
Bayburt,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.3
Bilecik,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Bingöl,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.0
Bitlis,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.6
Bolu,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.5
Burdur,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.1
Bursa,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Denizli,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Diyarbakır,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Düzce,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.5
Edirne,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.2
Elazığ,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Erzincan,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.1
Erzurum,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Eskişehir,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.2
Gaziantep,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.3
Giresun,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.3
Gümüşhane,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.3
Hakkari,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.1
Hatay,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Isparta,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.1
Iğdır,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.8
Kahramanmaraş,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),77.0
Karabük,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Karaman,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.4
Kars,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.1
Kastamonu,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.5
Kayseri,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Kilis,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),72.9
Kocaeli,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Konya,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.8
Kütahya,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.5
Kırklareli,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.6
Kırıkkale,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Kırşehir,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Malatya,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.0
Manisa,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.4
Mardin,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.9
Mersin,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Muğla,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),77.6
Muş,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.7
Nevşehir,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Niğde,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.7
Ordu,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.2
Osmaniye,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Rize,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Sakarya,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Samsun,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Siirt,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.2
Sinop,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.3
Sivas,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Tekirdağ,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Tokat,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Trabzon,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.5
Tunceli,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),77.4
Uşak,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Van,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.4
Yalova,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Yozgat,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.7
Zonguldak,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.1
Çanakkale,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.1
Çankırı,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Çorum,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
İstanbul,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.8
İzmir,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.8
Şanlıurfa,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.6
Şırnak,2017,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),73.4
Adana,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Adıyaman,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.9
Afyon,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.3
Aksaray,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Amasya,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.3
Ankara,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.5
Antalya,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),77.3
Ardahan,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Artvin,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.4
Aydın,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Ağrı,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.1
Balıkesir,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.1
Bartın,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Batman,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Bayburt,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),77.0
Bilecik,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Bingöl,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.5
Bitlis,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Bolu,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),77.0
Burdur,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.0
Bursa,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Denizli,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Diyarbakır,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Düzce,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.2
Edirne,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Elazığ,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.1
Erzincan,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.9
Erzurum,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Eskişehir,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.8
Gaziantep,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),73.8
Giresun,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.6
Gümüşhane,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),78.1
Hakkari,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.3
Hatay,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Isparta,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Iğdır,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.4
Kahramanmaraş,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.6
Karabük,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.2
Karaman,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.0
Kars,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.1
Kastamonu,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Kayseri,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Kilis,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),73.5
Kocaeli,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.8
Konya,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Kütahya,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Kırklareli,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Kırıkkale,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.2
Kırşehir,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Malatya,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.2
Manisa,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.5
Mardin,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.7
Mersin,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.3
Muğla,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),77.7
Muş,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Nevşehir,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Niğde,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.4
Ordu,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),77.2
Osmaniye,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.1
Rize,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Sakarya,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.2
Samsun,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Siirt,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.7
Sinop,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.7
Sivas,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.9
Tekirdağ,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.0
Tokat,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Trabzon,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.8
Tunceli,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),77.0
Uşak,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Van,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.9
Yalova,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.3
Yozgat,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.8
Zonguldak,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.5
Çanakkale,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.6
Çankırı,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),75.2
Çorum,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.2
İstanbul,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.2
İzmir,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.0
Şanlıurfa,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.5
Şırnak,2020,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.4
Adana,2023,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.0
Adıyaman,2023,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),76.4
Afyon,2023,yasam_erkek,Doğuşta beklenen yaşam süresi (Erkek),74.5
